examine,id,members,lowalch,limit,value,highalch,icon,name,price,last,volume
"Tail of a hydra, can be attached to a bonecrusher.",22988,True,40000,15,100000,60000,Hydra tail.png,Hydra tail,94328,94328,236
It's a bucket that can hold a lot of compost at once.,22994,True,18000,5,45000,27000,Bottomless compost bucket.png,Bottomless compost bucket,798156,797982,594
Several dragonfruit were squeezed into this vial.,22999,True,200,50,500,300,Bottled dragonbreath (unpowered).png,Bottled dragonbreath (unpowered),12536,12536,120
Several dragonfruit were squeezed into this vial and it has been powered by the fires of Mount Karuulm.,23002,True,200,50,500,300,Bottled dragonbreath.png,Bottled dragonbreath,14797,15150,1639
A pair of heat resistant boots with rocky soles.,23037,True,80,125,200,120,Boots of stone.png,Boots of stone,164,173,433
A dusky magical hat.,23047,True,6000,70,15000,9000,Mystic hat (dusk).png,Mystic hat (dusk),24799,24799,91
The upper half of a dusky magical robe.,23050,True,48000,70,120000,72000,Mystic robe top (dusk).png,Mystic robe top (dusk),103124,102048,155
The lower half of a dusky magical robe.,23053,True,32000,70,80000,48000,Mystic robe bottom (dusk).png,Mystic robe bottom (dusk),86918,83663,147
Dusky magical gloves.,23056,True,4000,70,10000,6000,Mystic gloves (dusk).png,Mystic gloves (dusk),15123,15123,100
Dusky magical boots.,23059,True,4000,70,10000,6000,Mystic boots (dusk).png,Mystic boots (dusk),42197,42197,128
Looks unstable.,23064,True,1,4,1,1,Jar of chemicals.png,Jar of chemicals,79852,76155,33
"A set containing light mystic hat, robe top and bottom, gloves and boots.",23110,True,94000,70,235000,141000,Mystic set (light).png,Mystic set (light),164114,164114,107
"A set containing blue mystic hat, robe top and bottom, gloves and boots.",23113,True,94000,70,235000,141000,Mystic set (blue).png,Mystic set (blue),149799,149553,739
"A set containing dark mystic hat, robe top and bottom, gloves and boots.",23116,True,94000,70,235000,141000,Mystic set (dark).png,Mystic set (dark),317400,316945,181
"A set containing dusk mystic hat, robe top and bottom, gloves and boots.",23119,True,94000,70,235000,141000,Mystic set (dusk).png,Mystic set (dusk),299168,299168,130
"A set containing a gilded dragonhide body, chaps and vambraces.",23124,False,5000,8,12500,7500,Gilded dragonhide set.png,Gilded dragonhide set,23323616,23323616,16
"Makes you look like something really old, for those moments when you want that.",23185,False,4800,4,12000,7200,Ring of 3rd age.png,Ring of 3rd age,4980371,4855899,79
Guthix blessed wooden shield covered in dragon leather.,23188,True,11333,8,28334,17000,Guthix d'hide shield.png,Guthix d'hide shield,223939,223939,90
Saradomin blessed wooden shield covered in dragon leather.,23191,True,11333,8,28334,17000,Saradomin d'hide shield.png,Saradomin d'hide shield,275807,270564,63
Zamorak blessed wooden shield covered in dragon leather.,23194,True,11333,8,28334,17000,Zamorak d'hide shield.png,Zamorak d'hide shield,292924,292924,61
Ancient blessed wooden shield covered in dragon leather.,23197,True,11333,8,28334,17000,Ancient d'hide shield.png,Ancient d'hide shield,256889,256889,90
Armadyl blessed wooden shield covered in dragon leather.,23200,True,11333,8,28334,17000,Armadyl d'hide shield.png,Armadyl d'hide shield,345743,329587,57
Bandos blessed wooden shield covered in dragon leather.,23203,True,11333,8,28334,17000,Bandos d'hide shield.png,Bandos d'hide shield,220903,225434,53
A pair of aggressive Sai.,23206,True,2400,8,6000,3600,Dual sai.png,Dual sai,6935,7049,49
Provides excellent protection with a heraldic design.,23209,False,26000,8,65000,39000,Rune platebody (h1).png,Rune platebody (h1),56846,56846,14
Provides excellent protection with a heraldic design.,23212,False,26000,8,65000,39000,Rune platebody (h2).png,Rune platebody (h2),47702,47702,14
Provides excellent protection with a heraldic design.,23215,False,26000,8,65000,39000,Rune platebody (h3).png,Rune platebody (h3),48687,48687,11
Provides excellent protection with a heraldic design.,23218,False,26000,8,65000,39000,Rune platebody (h4).png,Rune platebody (h4),49534,49534,13
Provides excellent protection with a heraldic design.,23221,False,26000,8,65000,39000,Rune platebody (h5).png,Rune platebody (h5),49213,49213,15
A good place to store your stolen goods.,23224,True,400,8,1000,600,Thieving bag.png,Thieving bag,13521,13305,53
Use on the rune defender to trim it with gold.,23227,True,2000,4,5000,3000,Rune defender ornament kit.png,Rune defender ornament kit,5805,5667,125
Use on the TzHaar-ket-om to trim and spike it.,23232,True,2000,4,5000,3000,Tzhaar-ket-om ornament kit.png,Tzhaar-ket-om ornament kit,5806,5840,112
Use on the Berserker necklace to trim it with gold.,23237,True,2000,4,5000,3000,Berserker necklace ornament kit.png,Berserker necklace ornament kit,8714,8411,131
Fabulously ancient armour beaten from magical silver.,23242,True,80000,8,200000,120000,3rd age plateskirt.png,3rd age plateskirt,110576890,110576890,15
A kilt worn by the mightiest of Fremennik warriors.,23246,True,24000,8,60000,36000,Fremennik kilt.png,Fremennik kilt,3190634,3199208,556
Lightweight legwear ideal for rangers.,23249,True,8000,8,20000,12000,Rangers' tights.png,Rangers' tights,228912,225929,197
Worn on head. Warning: Smelly.,23252,True,5600,4,14000,8400,Giant boot.png,Giant boot,109431,109431,75
This is top secret comrade...,23255,True,400,4,1000,600,Uri's hat.png,Uri's hat,26798,26940,39
Made with 100% golden dragonhide.,23258,True,800,8,2000,1200,Gilded coif.png,Gilded coif,909137,909137,17
Made with 100% golden dragonhide.,23261,False,16000,8,40000,24000,Gilded d'hide vambraces.png,Gilded d'hide vambraces,6557169,6717050,33
Made with 100% golden dragonhide.,23264,False,20000,8,50000,30000,Gilded d'hide body.png,Gilded d'hide body,3478863,3380293,18
Made with 100% golden dragonhide.,23267,False,16000,8,40000,24000,Gilded d'hide chaps.png,Gilded d'hide chaps,12533435,12544346,38
Do I look scary?,23270,True,4000,4,10000,6000,Adamant dragon mask.png,Adamant dragon mask,11999,12345,31
Do I look scary?,23273,True,4000,4,10000,6000,Rune dragon mask.png,Rune dragon mask,24854,24598,32
Used for mining and very stylish.,23276,False,20000,4,50000,30000,Gilded pickaxe.png,Gilded pickaxe,5253469,5253469,53
A powerful axe.,23279,False,14000,4,35000,21000,Gilded axe.png,Gilded axe,6577942,6448000,38
"Oh, I'm a gold digger?",23282,False,400,4,1000,600,Gilded spade.png,Gilded spade,4703400,4759988,64
Cute mole slippers.,23285,False,400,4,1000,600,Mole slippers.png,Mole slippers,800002,774856,288
Cute frog slippers.,23288,False,400,4,1000,600,Frog slippers.png,Frog slippers,109359,109359,144
Vicious bear slippers.,23291,False,400,4,1000,600,Bear feet.png,Bear feet,62147,62147,118
Vicious demon slippers.,23294,False,400,4,1000,600,Demon feet.png,Demon feet,46365,48655,154
A jester cape.,23297,False,400,4,1000,600,Jester cape.png,Jester cape,40078,39804,140
Polly want a cracker?,23300,False,400,4,1000,600,Shoulder parrot.png,Shoulder parrot,377729,377729,143
I feel the gods don't enjoy my materialistic obsessions.,23303,False,200,4,500,300,Monk's robe top (t).png,Monk's robe top (t),42819,43370,237
I feel the gods don't enjoy my materialistic obsessions.,23306,False,200,4,500,300,Monk's robe (t).png,Monk's robe (t),16921,16777,141
An enchanted emerald amulet of protection that looks good.,23309,False,510,4,1275,765,Amulet of defence (t).png,Amulet of defence (t),9760,9760,88
A hat worn by a sandwich lady.,23312,False,80,4,200,120,Sandwich lady hat.png,Sandwich lady hat,6331,6448,43
A top worn by a sandwich lady.,23315,False,200,4,500,300,Sandwich lady top.png,Sandwich lady top,3635,3635,40
Bottoms worn by a sandwich lady.,23318,False,120,4,300,180,Sandwich lady bottom.png,Sandwich lady bottom,3024,3024,38
Use on a rune scimitar to make it look fancier!,23321,False,2000,4,5000,3000,Rune scimitar ornament kit (guthix).png,Rune scimitar ornament kit (guthix),5349,5303,157
Use on a rune scimitar to make it look fancier!,23324,False,2000,4,5000,3000,Rune scimitar ornament kit (saradomin).png,Rune scimitar ornament kit (saradomin),14376,14139,163
Use on a rune scimitar to make it look fancier!,23327,False,2000,4,5000,3000,Rune scimitar ornament kit (zamorak).png,Rune scimitar ornament kit (zamorak),17166,17198,208
A fabulously ancient woven robe top as worn by the druids of old.,23336,True,80000,4,200000,120000,3rd age druidic robe top.png,3rd age druidic robe top,2147483645,2147483645,0
A fabulously ancient woven robe as worn by the druids of old.,23339,True,80000,4,200000,120000,3rd age druidic robe bottoms.png,3rd age druidic robe bottoms,2147479975,2147479975,0
A fabulously ancient gnarled staff as used by the druids of old.,23342,True,80000,8,200000,120000,3rd age druidic staff.png,3rd age druidic staff,1443549223,1443549223,1
A fabulously ancient vine cloak as worn by the druids of old.,23345,True,80000,8,200000,120000,3rd age druidic cloak.png,3rd age druidic cloak,2041421974,2041421974,6
Use on a tormented bracelet to make it look fancier!,23348,True,2000,4,5000,3000,Tormented ornament kit.png,Tormented ornament kit,1393807,1383050,247
Lets the person behind you know that you mean business.,23351,True,2000,8,5000,3000,Cape of skulls.png,Cape of skulls,4556909,4556909,122
An enchanted diamond amulet that looks good.,23354,False,1610,5,4025,2415,Amulet of power (t).png,Amulet of power (t),622564,624118,162
Short but effective and very colourful.,23357,True,200,18000,500,300,Rain bow.png,Rain bow,226419,226419,58
A delicious joint of ham.,23360,False,600,100,1500,900,Ham joint.png,Ham joint,2383902,2476104,267
A staff styled after the elusive cat.,23363,True,600,8,1500,900,Staff of bob the cat.png,Staff of bob the cat,192098,192098,54
Black plate body with a heraldic design.,23366,False,1536,8,3840,2304,Black platebody (h1).png,Black platebody (h1),2884,2884,34
Black plate body with a heraldic design.,23369,False,1536,8,3840,2304,Black platebody (h2).png,Black platebody (h2),2643,2522,23
Black plate body with a heraldic design.,23372,False,1536,8,3840,2304,Black platebody (h3).png,Black platebody (h3),2645,2645,30
Black plate body with a heraldic design.,23375,False,1536,8,3840,2304,Black platebody (h4).png,Black platebody (h4),2690,2690,27
Black plate body with a heraldic design.,23378,False,1536,8,3840,2304,Black platebody (h5).png,Black platebody (h5),2748,2748,31
Better than no armour! Nice trim too!,23381,False,340,8,850,510,Leather body (g).png,Leather body (g),158667,154980,177
Better than no armour! Nice trim too!,23384,False,340,8,850,510,Leather chaps (g).png,Leather chaps (g),13157,13708,68
Teleports you to Watson's house in Great Kourend.,23387,True,4,10000,10,6,Watson teleport.png,Watson teleport,14297,14167,6661
"Some very spikey metal bands, better make sure I don't cut myself while walking.",23389,True,1000,8,2500,1500,Spiked manacles.png,Spiked manacles,925752,947554,2255
Adamant platebody with a heraldic design.,23392,False,6656,8,16640,9984,Adamant platebody (h1).png,Adamant platebody (h1),9503,9503,113
Adamant platebody with a heraldic design.,23395,False,6656,8,16640,9984,Adamant platebody (h2).png,Adamant platebody (h2),9498,9491,78
Adamant platebody with a heraldic design.,23398,False,6656,8,16640,9984,Adamant platebody (h3).png,Adamant platebody (h3),9592,9563,84
Adamant platebody with a heraldic design.,23401,False,6656,8,16640,9984,Adamant platebody (h4).png,Adamant platebody (h4),9482,9566,78
Adamant platebody with a heraldic design.,23404,False,6656,8,16640,9984,Adamant platebody (h5).png,Adamant platebody (h5),9553,9488,106
Howwwallll!,23407,True,960,4,2400,1440,Wolf mask.png,Wolf mask,16748,16748,101
A very warm wolf cloak.,23410,False,400,4,1000,600,Wolf cloak.png,Wolf cloak,37286,37595,213
Boots made for climbing. Nice trim!,23413,True,30000,4,75000,45000,Climbing boots (g).png,Climbing boots (g),47618,47865,264
Opens Larran&#x27;s chests in the Wilderness.,23490,True,1,250,1,1,Larran's key 5.png,Larran's key,132715,131930,26487
It looks like the key to a chest (Used to open the grubby chest in Forthos Dungeon).,23499,True,12,11000,32,19,Grubby key.png,Grubby key,43379,43379,6361
"A giant sac of red spider eggs, hopefully none of them hatch.",23517,True,4,100,10,6,Giant egg sac(full).png,Giant egg sac(full),40328,40328,2252
A creepy mask worn during a blood moon.,23522,True,2000,70,5000,3000,Mask of ranul.png,Mask of ranul,16815,16815,160
Stop staring!,23525,True,1,4,1,1,Jar of eyes.png,Jar of eyes,308850,308850,18
Not to be confused with a Sarachnis cuddle.,23528,True,48000,70,120001,72000,Sarachnis cudgel.png,Sarachnis cudgel,237739,246190,702
"A set containing dragonstone helmet, platebody, platelegs, boots and gauntlets.",23667,True,32000,,80000,48000,Dragonstone armour set.png,Dragonstone armour set,6801954,6801954,11
4 doses of divine super combat potion.,23685,True,100,2000,250,150,Divine super combat potion(4).png,Divine super combat potion(4),26459,26727,333101
3 doses of divine super combat potion.,23688,True,68,2000,170,102,Divine super combat potion(3).png,Divine super combat potion(3),19250,19250,4220
2 doses of divine super combat potion.,23691,True,36,2000,90,54,Divine super combat potion(2).png,Divine super combat potion(2),13362,13285,10109
1 dose of divine super combat potion.,23694,True,16,2000,40,24,Divine super combat potion(1).png,Divine super combat potion(1),6643,6457,32408
4 doses of divine super attack potion.,23697,True,100,2000,250,150,Divine super attack potion(4).png,Divine super attack potion(4),3146,3146,17934
3 doses of divine super attack potion.,23700,True,68,2000,170,102,Divine super attack potion(3).png,Divine super attack potion(3),1654,1595,40
2 doses of divine super attack potion.,23703,True,36,2000,90,54,Divine super attack potion(2).png,Divine super attack potion(2),889,889,29
1 dose of divine super attack potion.,23706,True,16,2000,40,24,Divine super attack potion(1).png,Divine super attack potion(1),387,387,26
4 doses of divine super strength potion.,23709,True,100,2000,250,150,Divine super strength potion(4).png,Divine super strength potion(4),7048,7048,14244
3 doses of divine super strength potion.,23712,True,68,2000,170,102,Divine super strength potion(3).png,Divine super strength potion(3),5083,5083,55
2 doses of divine super strength potion.,23715,True,36,2000,90,54,Divine super strength potion(2).png,Divine super strength potion(2),2967,2967,857
1 dose of divine super strength potion.,23718,True,16,2000,40,24,Divine super strength potion(1).png,Divine super strength potion(1),1531,1531,33
4 doses of divine super defence potion.,23721,True,100,2000,250,150,Divine super defence potion(4).png,Divine super defence potion(4),5666,5666,1583
3 doses of divine super defence potion.,23724,True,68,2000,170,102,Divine super defence potion(3).png,Divine super defence potion(3),1878,1878,312
2 doses of divine super defence potion.,23727,True,36,2000,90,54,Divine super defence potion(2).png,Divine super defence potion(2),1321,1321,15
1 dose of divine super defence potion.,23730,True,16,2000,40,24,Divine super defence potion(1).png,Divine super defence potion(1),809,809,18
4 doses of divine ranging potion.,23733,True,100,2000,250,150,Divine ranging potion(4).png,Divine ranging potion(4),7369,7140,358157
3 doses of divine ranging potion.,23736,True,68,2000,170,102,Divine ranging potion(3).png,Divine ranging potion(3),5362,5362,4630
2 doses of divine ranging potion.,23739,True,36,2000,90,54,Divine ranging potion(2).png,Divine ranging potion(2),3764,3764,1919
1 dose of divine ranging potion.,23742,True,16,2000,40,24,Divine ranging potion(1).png,Divine ranging potion(1),1826,1835,40647
4 doses of divine magic potion.,23745,True,100,2000,250,150,Divine magic potion(4).png,Divine magic potion(4),4175,4175,27056
3 doses of divine magic potion.,23748,True,68,2000,170,102,Divine magic potion(3).png,Divine magic potion(3),1516,1516,1283
2 doses of divine magic potion.,23751,True,36,2000,90,54,Divine magic potion(2).png,Divine magic potion(2),917,917,1034
1 dose of divine magic potion.,23754,True,16,2000,40,24,Divine magic potion(1).png,Divine magic potion(1),587,587,1900
Makes a dragon pickaxe more beautiful.,23908,True,640,50,1600,960,Zalcano shard.png,Zalcano shard,82294,82294,93
A signet ring with some elven markings.,23943,True,12000,5,30000,18000,Elven signet.png,Elven signet,3103875,3024414,55
It seems to have a little sparkle to it.,23948,True,2,,6,3,Elven dawn.png,Elven dawn,181,181,0
A seed to be sung into the best tools of the craft.,23953,True,200000,100,500000,300000,Crystal tool seed.png,Crystal tool seed,19057202,19057202,228
A seed to be sung into the finest crystal armour.,23956,True,200000,100,500000,300000,Crystal armour seed.png,Crystal armour seed,9360385,9423357,3406
A seed to be sung into a infinite teleport crystal.,23959,True,40000,100,100000,60000,Enhanced crystal teleport seed.png,Enhanced crystal teleport seed,3157412,3265429,6994
A magical elven sword.,23997,True,2000000,8,5000000,3000000,Blade of saeldor (inactive).png,Blade of saeldor (inactive),147380011,147380011,62
Smells of victory.,24000,True,12000,,30000,18000,Crystal grail.png,Crystal grail,378620,378620,50
Decorative elven boots.,24003,True,4000,125,10000,6000,Elven boots.png,Elven boots,9589,9589,10
Decorative elven gloves.,24006,True,4000,,10000,6000,Elven gloves.png,Elven gloves,12186,12186,15
Clothing from the elven city of Prifddinas.,24009,False,2000,,5000,3000,Elven top (yellow).png,Elven top (yellow),6630,6630,10
Clothing from the elven city of Prifddinas.,24012,False,2000,,5000,3000,Elven skirt (yellow).png,Elven skirt (yellow),7130,7130,5
Clothing from the elven city of Prifddinas.,24015,False,2000,,5000,3000,Elven top (white).png,Elven top (white),6592,6592,49
Clothing from the elven city of Prifddinas.,24018,False,2000,,5000,3000,Elven skirt (white).png,Elven skirt (white),7557,7557,26
Clothing from the elven city of Prifddinas.,24021,False,2000,,5000,3000,Elven top (yellow vest).png,Elven top (yellow vest),5915,5915,30
Clothing from the elven city of Prifddinas.,24024,False,2000,,5000,3000,Elven legwear.png,Elven legwear,6008,6008,16
Clothing from the elven city of Prifddinas.,24027,False,2000,,5000,3000,Elven top (white vest).png,Elven top (white vest),6987,6987,147
A stylish rune full helm inlaid with dragonstones.,24034,False,14080,,35200,21120,Dragonstone full helm.png,Dragonstone full helm,1540802,1616328,74
A stylish rune platebody inlaid with dragonstones.,24037,False,26000,,65000,39000,Dragonstone platebody.png,Dragonstone platebody,1263433,1328697,73
A stylish pair of rune platelegs inlaid with dragonstones.,24040,False,25600,,64000,38400,Dragonstone platelegs.png,Dragonstone platelegs,1432969,1502153,71
A stylish pair of rune boots inlaid with dragonstones.,24043,True,5000,,12500,7500,Dragonstone boots.png,Dragonstone boots,333709,333709,24
A stylish pair of rune gauntlets inlaid with dragonstones.,24046,True,5000,,12500,7500,Dragonstone gauntlets.png,Dragonstone gauntlets,536617,536617,32
A ghastly weapon with evil origins combined with an icon of balance.,24144,True,1,,1,1,Staff of balance.png,Staff of balance,25141124,25141124,31
Take it to Perdu to help you avoid losing certain items.,24187,True,1,,1,1,Trouver parchment.png,Trouver parchment,486157,490257,7131
A dull blade that moves at incredible speed.,24219,False,1,,1,1,Swift blade.png,Swift blade,8943757,8956901,122
This handle can be applied to the granite maul.,24229,True,1,50,1,1,Ornate maul handle.png,Ornate maul handle,413460,419012,8139
"A teleport to near the dark crab fishing spots, in level 33 Wilderness.",24251,True,24,,62,37,Wilderness crabs teleport.png,Wilderness crabs teleport,27974,28007,31310
The jaw of a Basilisk Knight.,24268,True,200000,,500000,300000,Basilisk jaw.png,Basilisk jaw,21503744,21799343,1315
A hat worn by members of the Dagon'hai.,24288,True,6800,,17000,10200,Dagon'hai hat.png,Dagon'hai hat,451506,436888,346
A robe worn by members of the Dagon'hai.,24291,True,56000,,140000,84000,Dagon'hai robe top.png,Dagon'hai robe top,1710480,1756889,375
A robe worn by members of the Dagon'hai.,24294,True,36000,,90000,54000,Dagon'hai robe bottom.png,Dagon'hai robe bottom,668990,702421,371
"A set containing a Dagon'hai hat, robe top and robe bottom.",24333,True,86800,,217000,130200,Dagon'hai robes set.png,Dagon'hai robes set,3020857,2997918,170
A teleport to your Bounty Hunter target.,24336,True,1,,1,1,Target teleport.png,Target teleport,3031,3017,6851
The headgear of a twisted relic hunter.,24387,True,40000,5,100000,60000,Twisted hat (t3).png,Twisted hat (t3),936824,936824,7
The coat of a twisted relic hunter.,24389,True,40000,5,100000,60000,Twisted coat (t3).png,Twisted coat (t3),2940491,2940491,9
The trousers of a twisted relic hunter.,24391,True,40000,5,100000,60000,Twisted trousers (t3).png,Twisted trousers (t3),450949,450949,10
The boots of a twisted relic hunter.,24393,True,40000,5,100000,60000,Twisted boots (t3).png,Twisted boots (t3),527004,527004,9
A cane of the twisted relic hunter.,24395,True,400,10,1000,600,Twisted cane.png,Twisted cane,933769,933769,18
The headgear of a twisted relic hunter.,24397,True,4000,5,10000,6000,Twisted hat (t2).png,Twisted hat (t2),176786,176786,4
The coat of a twisted relic hunter.,24399,True,4000,5,10000,6000,Twisted coat (t2).png,Twisted coat (t2),395462,395462,3
The trousers of a twisted relic hunter.,24401,True,4000,5,10000,6000,Twisted trousers (t2).png,Twisted trousers (t2),104901,104901,2
The boots of a twisted relic hunter.,24403,True,4000,5,10000,6000,Twisted boots (t2).png,Twisted boots (t2),111110,111110,2
The headgear of a twisted relic hunter.,24405,True,400,5,1000,600,Twisted hat (t1).png,Twisted hat (t1),215720,215720,12
The coat of a twisted relic hunter.,24407,True,400,5,1000,600,Twisted coat (t1).png,Twisted coat (t1),409232,409232,14
The trousers of a twisted relic hunter.,24409,True,400,5,1000,600,Twisted trousers (t1).png,Twisted trousers (t1),45508,45508,8
The boots of a twisted relic hunter.,24411,True,400,5,1000,600,Twisted boots (t1).png,Twisted boots (t1),49697,49697,14
A banner showcasing the colours of the Twisted League.,24413,True,400,5,1000,600,Twisted banner.png,Twisted banner,272966,272966,4
A powerful mace once wielded by the turncloak Justiciar.,24417,True,2000000,8,5000000,3000000,Inquisitor's mace.png,Inquisitor's mace,341665199,358197698,243
The great helmet of the turncloak Justiciar.,24419,True,200000,8,500000,300000,Inquisitor's great helm.png,Inquisitor's great helm,40762837,40715910,211
The hauberk of the turncloak Justiciar.,24420,True,400000,8,1000000,600000,Inquisitor's hauberk.png,Inquisitor's hauberk,60721847,63865767,351
The plateskirt of the turncloak Justiciar.,24421,True,300000,8,750000,450000,Inquisitor's plateskirt.png,Inquisitor's plateskirt,104049928,109526241,314
An ancient staff corrupted by darkness.,24422,True,1,8,1,1,Nightmare staff.png,Nightmare staff,58423024,59347449,485
A scroll which unlocks the twisted home teleport animation.,24460,True,10000,5,25000,15000,Twisted teleport scroll.png,Twisted teleport scroll,612539,612539,13
A scroll which unlocks the twisted player-owned house wall-kit.,24463,True,10000,5,25000,15000,Twisted blueprints.png,Twisted blueprints,3744473,3744473,58
These look like they can be attached to a slayer helmet.,24466,True,40000,5,100000,60000,Twisted horns.png,Twisted horns,2898879,2898879,54
"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",24469,True,20000,5,50000,30000,Twisted relic hunter (t1) armour set.png,Twisted relic hunter (t1) armour set,859308,859308,3
"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",24472,True,20000,5,50000,30000,Twisted relic hunter (t2) armour set.png,Twisted relic hunter (t2) armour set,1641153,1641153,1
"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",24475,True,20000,5,50000,30000,Twisted relic hunter (t3) armour set.png,Twisted relic hunter (t3) armour set,8304775,8304775,10
"A set containing an Inquisitor&#x27;s great helm, Inquisitor&#x27;s hauberk and Inquisitor&#x27;s plateskirt.",24488,True,1,,1,1,Inquisitor's armour set.png,Inquisitor's armour set,202976100,213588693,170
"With this jar, your dreams can come true!",24495,True,1,4,1,1,Jar of dreams.png,Jar of dreams,1509183,1509183,11
"An ancient magical orb, corrupted by darkness.",24511,True,1,8,1,1,Harmonised orb.png,Harmonised orb,367044445,363505001,101
"An ancient magical orb, corrupted by darkness.",24514,True,1,8,1,1,Volatile orb.png,Volatile orb,110989843,106734900,124
"An ancient magical orb, corrupted by darkness.",24517,True,1,8,1,1,Eldritch orb.png,Eldritch orb,303542227,303474443,101
A note that may be exchanged at a bank for a Looting Bag.,24585,True,36,40,90,54,Looting bag note.png,Looting bag note,27305,27327,7821
A note that may be exchanged at a bank for a Rune Pouch.,24587,True,1,40,1,1,Rune pouch note.png,Rune pouch note,2058022,2049709,711
"A rare catch, now blighted so it can be eaten only in the Wilderness.",24589,True,1,10000,1,1,Blighted manta ray.png,Blighted manta ray,570,601,2181189
"An unappetising fish, now blighted so it can be eaten only in the Wilderness.",24592,True,1,10000,1,1,Blighted anglerfish.png,Blighted anglerfish,417,431,2298040
"A nutritious octopus, now blighted so it can be eaten only in the Wilderness.",24595,True,1,10000,1,1,Blighted karambwan.png,Blighted karambwan,191,195,1698352
"4 doses of super restore potion, blighted so it can be used only in the Wilderness.",24598,True,1,2000,1,1,Blighted super restore(4).png,Blighted super restore(4),4647,4642,1029773
"Enough power for any Ice spell, blighted so it can be used only in the Wilderness.",24607,True,1,15000,1,1,Blighted ancient ice sack.png,Blighted ancient ice sack,622,627,3911361
"Enough power for a Bind, blighted so it can be used only in the Wilderness.",24609,True,1,10000,1,1,Blighted bind sack.png,Blighted bind sack,,,
"Enough power for a Snare, blighted so it can be used only in the Wilderness.",24611,True,1,10000,1,1,Blighted snare sack.png,Blighted snare sack,,,
"Enough power for an Entangle, blighted so it can be used only in the Wilderness.",24613,True,1,15000,1,1,Blighted entangle sack.png,Blighted entangle sack,73,71,1721213
"Enough power for a Teleblock or a Teleport to Target, blighted so it can be used only in the Wilderness.",24615,True,1,10000,1,1,Blighted teleport spell sack.png,Blighted teleport spell sack,62,62,1370488
"Enough power for a Vengeance, blighted so it can be used only in the Wilderness.",24621,True,1,10000,1,1,Blighted vengeance sack.png,Blighted vengeance sack,70,69,1190290
4 doses of divine battlemage potion.,24623,True,1,2000,1,1,Divine battlemage potion(4).png,Divine battlemage potion(4),26689,26689,1204
3 doses of divine battlemage potion.,24626,True,1,2000,1,1,Divine battlemage potion(3).png,Divine battlemage potion(3),13931,13931,28
2 doses of divine battlemage potion.,24629,True,1,2000,1,1,Divine battlemage potion(2).png,Divine battlemage potion(2),9681,9681,16
1 dose of divine battlemage potion.,24632,True,1,2000,1,1,Divine battlemage potion(1).png,Divine battlemage potion(1),4744,4744,309
4 doses of divine bastion potion.,24635,True,1,2000,1,1,Divine bastion potion(4).png,Divine bastion potion(4),33683,33069,40642
3 doses of divine bastion potion.,24638,True,1,2000,1,1,Divine bastion potion(3).png,Divine bastion potion(3),20733,20733,193
2 doses of divine bastion potion.,24641,True,1,2000,1,1,Divine bastion potion(2).png,Divine bastion potion(2),13531,13531,215
1 dose of divine bastion potion.,24644,True,1,2000,1,1,Divine bastion potion(1).png,Divine bastion potion(1),7815,7815,1756
A pristine set of lockpicks engraved with six names.,24740,True,1,50,1,1,Strange old lockpick (full).png,Strange old lockpick (full),77497,78603,1806
It&#x27;s literally a pint of blood.,24774,True,1,2000,1,1,Blood pint.png,Blood pint,68,66,32120
A magical shard filled with a dark power.,24777,True,1,8,1,1,Blood shard.png,Blood shard,13299904,13549123,2595
"I need to cook this, though I don&#x27;t know if I want to.",24782,True,1,,1,1,Raw mystery meat.png,Raw mystery meat,462,462,1
I don&#x27;t want to think about what kind of meat it is.,24785,True,1,,1,1,Cooked mystery meat.png,Cooked mystery meat,145,139,607
I wonder if this ring helps with...,24844,True,25600,,64000,38400,Ring of endurance (uncharged).png,Ring of endurance (uncharged),29468221,29175816,191
A teleport to Lunar Isle.,24949,True,1,10000,1,1,Moonclan teleport (tablet).png,Moonclan teleport (tablet),1043,1043,6106
A teleport to the Ourania cave.,24951,True,1,10000,1,1,Ourania teleport (tablet).png,Ourania teleport (tablet),1067,1067,11844
A teleport to Waterbirth Island.,24953,True,1,10000,1,1,Waterbirth teleport (tablet).png,Waterbirth teleport (tablet),1011,1011,29269
A teleport to Barbarian Outpost.,24955,True,1,10000,1,1,Barbarian teleport (tablet).png,Barbarian teleport (tablet),1253,1253,514
A teleport to Port Khazard.,24957,True,1,10000,1,1,Khazard teleport (tablet).png,Khazard teleport (tablet),1144,1112,8365
A teleport to the Fishing Guild.,24959,True,1,10000,1,1,Fishing guild teleport (tablet).png,Fishing guild teleport (tablet),1257,1257,729
A teleport to Catherby.,24961,True,1,10000,1,1,Catherby teleport (tablet).png,Catherby teleport (tablet),1539,1589,50756
A teleport to the Ice Plateau in level 53 Wilderness.,24963,True,1,10000,1,1,Ice plateau teleport (tablet).png,Ice plateau teleport (tablet),1656,1655,27202
The headgear of a trailblazer relic hunter.,25001,True,60000,5,150000,90000,Trailblazer hood (t3).png,Trailblazer hood (t3),705164,705164,6
